pl_name,hostname,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_orbeccen,pl_insol,pl_eqt
KIC 8540376 b,KOI-7892,Kepler,31.8099,1.4062,4.1,0.366,15.8,0.0496,0.0,3.36,264.0
KIC 8540376 c,KOI-7892,Kepler,75.2,1.4062,2.4,0.214,6.35,0.02,0.0,3.36,264.0
KIC 9663113 b,KIC 9663113,Kepler,572.3847,1.4062,4.6,0.41,19.2,0.0603,0.0,3.36,264.0
KMT-2016-BLG-0212L b,KMT-2016-BLG-0212L,KMTNet,17.855182,2.2,12.2,1.08,5700.0,18.0,0.34,196.51,911.0
KMT-2016-BLG-1107L b,KMT-2016-BLG-1107L,KMTNet,17.855182,0.342,13.1,1.17,1043.0,3.283,0.34,196.51,911.0
KMT-2016-BLG-1397L b,KMT-2016-BLG-1397L,KMTNet,17.855182,5.1,12.7,1.13,2200.0,7.0,0.34,196.51,911.0
KMT-2016-BLG-1820L b,KMT-2016-BLG-1820L,KMTNet,17.855182,1.08,12.9,1.15,1450.0,4.57,0.34,196.51,911.0
KMT-2016-BLG-1836L b,KMT-2016-BLG-1836L,KMTNet,17.855182,3.5,13.3,1.19,700.0,2.2,0.34,196.51,911.0
KMT-2016-BLG-2142L b,KMT-2016-BLG-2142L,KMTNet,17.855182,0.83,12.2,1.09,4923.0,15.49,0.34,196.51,911.0
KMT-2016-BLG-2364L b,KMT-2016-BLG-2364L,KMTNet,17.855182,2.63,13.0,1.16,1250.0,3.93,0.34,196.51,911.0
KMT-2016-BLG-2397L b,KMT-2016-BLG-2397L,KMTNet,17.855182,3.64,13.2,1.18,836.0,2.63,0.34,196.51,911.0
KMT-2017-BLG-0165L b,KMT-2017-BLG-0165L,KMTNet,17.855182,3.45,6.45,0.575,34.0,0.11,0.34,196.51,911.0
KMT-2017-BLG-1038L b,KMT-2017-BLG-1038L,KMTNet,17.855182,1.8,13.4,1.19,640.0,2.0,0.34,196.51,911.0
KMT-2017-BLG-1146L b,KMT-2017-BLG-1146L,KMTNet,17.855182,1.6,14.0,1.25,230.0,0.71,0.34,196.51,911.0
KMT-2018-BLG-0029L b,KMT-2018-BLG-0029L,KMTNet,17.855182,4.27,2.67,0.23800000000000002,7.59,0.0239,0.34,196.51,911.0
KMT-2018-BLG-0748L b,KMT-2018-BLG-0748L,KMTNet,17.855182,0.62,9.01,0.804,60.0,0.19,0.34,196.51,911.0
KMT-2018-BLG-1292L b,KMT-2018-BLG-1292L,KMTNet,17.855182,6.03,12.9,1.15,1400.0,4.42,0.34,196.51,911.0
KMT-2018-BLG-1990L b,KMT-2018-BLG-1990L,KMTNet,17.855182,0.763,12.9,1.16,111.0,0.348,0.34,196.51,911.0
KMT-2019-BLG-0842L b,KMT-2019-BLG-0842L,KMTNet,17.855182,3.31,3.19,0.284,10.28,0.03234,0.34,196.51,911.0
KMT-2019-BLG-1339L b,KMT-2019-BLG-1339L,KMTNet,17.855182,2.15,13.7,1.22,397.0,1.25,0.34,196.51,911.0
KMT-2019-BLG-1953L b,KMT-2019-BLG-1953L,KMTNet,17.855182,0.154,14.1,1.26,200.0,0.64,0.34,196.51,911.0
KOI-12 b,KOI-12,Kepler,17.855182,0.154,13.787,1.23,349.613,1.1,0.34,196.51,911.0
KOI-1257 b,KOI-1257,Kepler,86.647661,0.382,10.54,0.94,460.83,1.45,0.772,7.28,511.0
KOI-13 b,KOI-13,Kepler,1.763588,0.036410000000000005,16.948,1.5119999999999998,2949.4624,9.28,0.00064,25339.9,2550.0
KOI-142 b,KOI-142,Kepler,10.91647,0.098,3.438,0.307,9.5,0.03,0.05561,68.56,758.0
KOI-142 c,KOI-142,Kepler,22.26492,0.15525,14.0,1.25,214.1,0.674,0.05724,44.8,660.0
KOI-1599.01,KOI-1599,Kepler,20.4415,0.14728,1.9,0.17,4.6,0.014469999999999998,0.014,44.8,660.0
KOI-1599.02,KOI-1599,Kepler,13.6088,0.112293,1.9,0.17,9.0,0.028319999999999998,0.0114,76.81,755.0
KOI-1783.01,KOI-1783,Kepler,134.4628,0.5135,8.86,0.79,71.0,0.22339,0.0,5.7,412.0
KOI-1783.02,KOI-1783,Kepler,284.215,0.8453,5.44,0.485,15.0,0.0472,0.0,2.49,321.0
KOI-217 b,KOI-217,Kepler,3.90512,0.0477,12.442,1.11,2.27,0.0071400000000000005,0.0,272.03,1046.0
KOI-351 b,KOI-351,Kepler,7.008151,0.074,1.31,0.11699999999999999,2.27,0.0071400000000000005,0.0,316.44,1062.0
KOI-351 c,KOI-351,Kepler,8.719375,0.089,1.19,0.106,1.81,0.0057,0.0,236.31,987.0
KOI-351 d,KOI-351,Kepler,59.73667,0.32,2.87,0.256,8.6,0.0271,0.0,18.17,520.0
KOI-351 e,KOI-351,Kepler,91.93913,0.42,2.66,0.237,7.56,0.0238,0.0,10.23,450.0
KOI-351 f,KOI-351,Kepler,124.9144,0.48,2.88,0.257,8.65,0.0272,0.0,6.8,407.0
KOI-351 g,KOI-351,Kepler,210.60697,0.71,8.1,0.723,254.264,0.8,0.0,3.39,342.0
KOI-351 h,KOI-351,Kepler,331.60059,1.01,11.3,1.008,381.396,1.2,0.0,1.85,294.0
KOI-3680 b,KOI-3680,Kepler,141.241671,0.534,11.097000000000001,0.99,613.4119,1.93,0.496,3.62,347.0
KOI-55 b,KOI-55,Kepler,0.240104,0.006,0.759,0.068,0.44,0.0014,0.25,1053.18,1486.0
KOI-55 c,KOI-55,Kepler,0.342887,0.0076,0.867,0.077,0.655,0.0021,0.25,1053.18,1486.0
KOI-94 b,KOI-94,Kepler,3.743208,0.05119,1.71,0.153,10.5,0.033,0.25,1053.18,1486.0
KOI-94 c,KOI-94,Kepler,10.423648,0.1013,4.32,0.385,15.6,0.049,0.43,268.22,1012.0
KOI-94 d,KOI-94,Kepler,22.342989,0.1684,11.27,1.005,106.0,0.334,0.022,97.12,806.0
KOI-94 e,KOI-94,Kepler,54.32031,0.3046,6.56,0.585,35.0,0.11,0.019,29.7,584.0
KPS-1 b,KPS-1,Acton Sky Portal Observatory,1.706291,0.0269,11.545,1.03,346.4347,1.09,0.0,729.0,1459.0
Kapteyn c,Kapteyn,Multiple Observatories,121.54,0.311,2.54,0.22699999999999998,7.0,0.022,0.23,3741.78,2130.0
Kepler-10 b,Kepler-10,Kepler,0.837491,0.0172,1.4809999999999999,0.132,4.60853,0.0145,0.06,3741.78,2130.0
Kepler-10 c,Kepler-10,Kepler,45.2946,0.241,2.323,0.207,7.37,0.023190000000000002,0.025,18.3,584.0
Kepler-100 b,Kepler-100,Kepler,6.88705,0.072,1.32,0.11800000000000001,7.34,0.023,0.13,478.21,1155.0
Kepler-100 c,Kepler-100,Kepler,12.8159,0.109,2.2,0.196,7.05,0.022180000000000002,0.02,208.66,939.0
Kepler-100 d,Kepler-100,Kepler,35.3331,0.2143,1.61,0.14400000000000002,3.0,0.00944,0.38,53.98,670.0
Kepler-1000 b,Kepler-1000,Kepler,120.0181272,0.5337,4.76,0.425,20.3,0.0639,0.0,18.0,473.0
Kepler-1001 b,Kepler-1001,Kepler,14.30511983,0.1129,3.15,0.281,10.1,0.0317,0.0,40.85,693.0
Kepler-1001 c,Kepler-1001,Kepler,9.18186,0.084,1.578,0.141,3.11,0.0098,0.0,98.61,804.0
Kepler-1002 b,Kepler-1002,Kepler,4.33642933,0.0564,1.71,0.153,3.57,0.0112,0.0,981.68,1453.0
Kepler-1003 b,Kepler-1003,Kepler,3.55485691,0.0444,1.78,0.159,3.82,0.012,0.0,814.92,1157.0
Kepler-1004 b,Kepler-1004,Kepler,5.28789787,0.0671,6.28,0.56,32.5,0.102,0.0,1610.09,1661.0
Kepler-1005 b,Kepler-1005,Kepler,6.49801525,0.0669,1.5,0.134,2.86,0.00899,0.0,301.33,1026.0
Kepler-1006 b,Kepler-1006,Kepler,19.76172042,0.1464,1.54,0.13699999999999998,2.99,0.0094,0.0,153.49,791.0
Kepler-1007 b,Kepler-1007,Kepler,5.18500207,0.048,1.44,0.128,2.67,0.00839,0.0,42.62,652.0
Kepler-1008 b,Kepler-1008,Kepler,12.43931193,0.0951,1.28,0.114,2.18,0.00687,0.0,35.41,627.0
Kepler-1009 b,Kepler-1009,Kepler,11.35011917,0.0796,2.17,0.19399999999999998,5.35,0.0168,0.0,11.56,403.0
Kepler-101 b,Kepler-101,Kepler,3.4876812,0.0474,5.77,0.51,51.1,0.16,0.086,1240.33,1513.0
Kepler-101 c,Kepler-101,Kepler,6.02976,0.0684,1.25,0.11199999999999999,3.78,0.01,0.0,596.07,1413.0
Kepler-1010 b,Kepler-1010,Kepler,34.2685705,0.193,2.32,0.207,5.99,0.0189,0.0,10.17,477.0
Kepler-1011 b,Kepler-1011,Kepler,5.75322197,0.0633,2.87,0.256,8.6,0.0271,0.0,108.79,920.0
Kepler-1012 b,Kepler-1012,Kepler,5.50860439,0.0585,1.29,0.115,2.21,0.006959999999999999,0.0,191.81,934.0
Kepler-1013 b,Kepler-1013,Kepler,18.93054959,0.137,2.15,0.192,5.27,0.0166,0.0,16.1,766.0
Kepler-1014 b,Kepler-1014,Kepler,16.57110363,0.121,2.39,0.213,6.3,0.0198,0.0,33.48,614.0
Kepler-1015 b,Kepler-1015,Kepler,16.00494214,0.1396,3.55,0.317,12.3,0.0388,0.0,172.11,1040.0
Kepler-1016 b,Kepler-1016,Kepler,1.95452434,0.0307,2.18,0.19399999999999998,5.39,0.017,0.0,1445.2,1540.0
Kepler-1016 c,Kepler-1016,Kepler,105.6551369,0.4389,3.68,0.32799999999999996,13.1,0.0413,0.0,7.07,407.0
Kepler-1017 b,Kepler-1017,Kepler,7.23400469,0.0702,1.99,0.17800000000000002,4.62,0.0145,0.0,119.6,831.0
Kepler-1018 b,Kepler-1018,Kepler,49.1013514,0.253,2.58,0.23,7.18,0.0226,0.0,12.1,498.0
Kepler-1019 b,Kepler-1019,Kepler,1.41122985,0.0221,1.46,0.13,2.73,0.00859,0.0,330.25,1164.0
Kepler-102 b,Kepler-102,Kepler,5.28696,0.0552,0.47,0.042,4.3,0.01353,0.0,90.33,792.0
Kepler-102 c,Kepler-102,Kepler,7.07142,0.067,0.58,0.052000000000000005,3.0,0.00944,0.0,61.32,719.0
Kepler-102 d,Kepler-102,Kepler,10.3117,0.0862,1.18,0.105,3.8,0.012,0.0,37.04,634.0
Kepler-102 e,Kepler-102,Kepler,16.1457,0.1162,2.22,0.198,8.93,0.028,0.0,20.39,546.0
Kepler-102 f,Kepler-102,Kepler,27.4536,0.1655,0.88,0.079,5.2,0.01636,0.0,10.05,457.0
Kepler-1020 b,Kepler-1020,Kepler,96.9151496,0.3878,2.28,0.203,5.82,0.0183,0.0,2.34,325.0
Kepler-1021 b,Kepler-1021,Kepler,13.47469571,0.1034,2.33,0.20800000000000002,6.04,0.019,0.0,50.37,634.0
Kepler-1022 b,Kepler-1022,Kepler,10.99469878,0.0805,2.36,0.21100000000000002,6.17,0.0194,0.0,19.26,512.0
Kepler-1023 b,Kepler-1023,Kepler,62.1387714,0.301,2.63,0.235,7.41,0.0233,0.0,6.98,524.0
Kepler-1024 b,Kepler-1024,Kepler,66.4162133,0.3033,3.91,0.349,14.5,0.0457,0.0,5.45,376.0
Kepler-1025 b,Kepler-1025,Kepler,37.3229493,0.3344,1.98,0.177,4.58,0.0144,0.0,17.95,1654.0
Kepler-1026 b,Kepler-1026,Kepler,36.5156053,0.1977,2.21,0.19699999999999998,5.52,0.0174,0.0,5.99,425.0
Kepler-1027 b,Kepler-1027,Kepler,1.9078052,0.0295,0.89,0.079,0.64,0.00201,0.0,1162.51,1268.0
Kepler-1028 b,Kepler-1028,Kepler,2.51462432,0.0354,1.33,0.11900000000000001,2.33,0.00733,0.0,519.64,1217.0
Kepler-1029 b,Kepler-1029,Kepler,4.41769648,0.047,1.26,0.11199999999999999,2.13,0.006690000000000001,0.0,92.16,790.0
Kepler-103 b,Kepler-103,Kepler,15.9654,0.1269,3.37,0.301,9.7,0.031,0.03,150.54,872.0
Kepler-103 c,Kepler-103,Kepler,179.612,0.6372,5.14,0.45899999999999996,36.1,0.114,0.02,5.97,389.0
Kepler-1030 b,Kepler-1030,Kepler,19.32952416,0.1338,2.48,0.221,6.71,0.0211,0.0,16.88,529.0
Kepler-1031 b,Kepler-1031,Kepler,1.22621732,0.0218,0.87,0.078,0.59,0.00186,0.0,3973.86,2024.0
Kepler-1032 b,Kepler-1032,Kepler,3.29011795,0.0361,1.87,0.16699999999999998,4.16,0.0131,0.0,176.14,802.0
Kepler-1033 b,Kepler-1033,Kepler,7.56052806,0.0761,2.51,0.22399999999999998,6.85,0.0215,0.0,159.42,914.0
Kepler-1034 b,Kepler-1034,Kepler,12.12400943,0.0965,2.26,0.20199999999999999,5.73,0.018,0.0,36.79,675.0
Kepler-1035 b,Kepler-1035,Kepler,2.71407755,0.0386,1.17,0.10400000000000001,1.71,0.005370000000000001,0.0,1180.06,1301.0
Kepler-1036 b,Kepler-1036,Kepler,122.8808058,0.4629,3.01,0.26899999999999996,9.32,0.0293,0.0,2.82,326.0
Kepler-1037 b,Kepler-1037,Kepler,1.06378867,0.0198,1.28,0.114,2.18,0.00687,0.0,1015.43,1650.0
Kepler-1038 b,Kepler-1038,Kepler,148.4603382,0.5238,3.53,0.315,12.2,0.0384,0.0,1.51,285.0
Kepler-1039 b,Kepler-1039,Kepler,0.93488424,0.0184,1.46,0.13,2.73,0.00859,0.0,668.13,2080.0
Kepler-104 b,Kepler-104,Kepler,11.427548,0.094,3.1,0.27699999999999997,19.6,0.062,0.0,119.91,852.0
Kepler-104 c,Kepler-104,Kepler,23.668205,0.153,3.13,0.27899999999999997,9.96,0.0313,0.0,45.44,668.0
Kepler-104 d,Kepler-104,Kepler,51.755394,0.257,3.58,0.319,12.5,0.0394,0.0,16.01,515.0
Kepler-1040 b,Kepler-1040,Kepler,201.1214,0.6559,2.08,0.18600000000000003,4.98,0.0157,0.0,2.12,300.0
Kepler-1041 b,Kepler-1041,Kepler,24.7576421,0.1688,2.94,0.262,8.96,0.0282,0.0,117.96,644.0
Kepler-1042 b,Kepler-1042,Kepler,10.13202575,0.0756,2.19,0.195,5.43,0.0171,0.0,25.66,574.0
Kepler-1043 b,Kepler-1043,Kepler,38.5053398,0.2159,2.55,0.22699999999999998,7.04,0.0221,0.0,21.69,532.0
Kepler-1044 b,Kepler-1044,Kepler,6.77408868,0.0741,2.67,0.23800000000000002,7.61,0.0239,0.0,218.5,1058.0
Kepler-1045 b,Kepler-1045,Kepler,26.41045478,0.1616,2.69,0.24,7.7,0.0242,0.0,19.13,512.0
Kepler-1046 b,Kepler-1046,Kepler,14.37508035,0.1167,1.71,0.153,3.57,0.0112,0.0,90.16,786.0
Kepler-1047 b,Kepler-1047,Kepler,56.1886887,0.2939,2.09,0.18600000000000003,5.02,0.0158,0.0,28.85,503.0
Kepler-1047 c,Kepler-1047,Kepler,3.18897601,0.0434,0.99,0.08800000000000001,0.937,0.00295,0.0,1323.07,1309.0
Kepler-1048 b,Kepler-1048,Kepler,6.92101021,0.059,1.61,0.14400000000000002,3.22,0.0101,0.0,96.98,619.0
Kepler-1049 b,Kepler-1049,Kepler,3.27346074,0.0349,0.95,0.085,0.809,0.0025399999999999997,0.0,50.43,625.0
Kepler-105 b,Kepler-105,Kepler,5.4122,0.066,4.81,0.429,5.1,0.016,0.47,341.81,1418.0
Kepler-105 c,Kepler-105,Kepler,7.1262,0.0711,1.31,0.11699999999999999,4.6,0.014469999999999998,0.0,161.0,997.0
Kepler-1050 b,Kepler-1050,Kepler,15.3787546,0.1313,1.6,0.14300000000000002,3.19,0.01,0.0,62.02,1039.0
Kepler-1050 c,Kepler-1050,Kepler,21.1284569,0.1622,1.48,0.132,2.79,0.008790000000000001,0.0,40.64,935.0
Kepler-1051 b,Kepler-1051,Kepler,25.96200249,0.1891,3.4,0.303,11.5,0.0361,0.0,87.46,850.0
Kepler-1052 b,Kepler-1052,Kepler,34.8538276,0.2046,2.93,0.261,8.91,0.028,0.0,20.98,522.0
Kepler-1053 b,Kepler-1053,Kepler,2.41435165,0.0315,0.98,0.087,0.904,0.0028399999999999996,0.0,139.82,953.0
Kepler-1054 b,Kepler-1054,Kepler,4.30655689,0.054,2.63,0.235,7.41,0.0233,0.0,760.52,1177.0
Kepler-1055 b,Kepler-1055,Kepler,2.29503623,0.0331,1.23,0.11,2.04,0.00642,0.0,647.26,1304.0
Kepler-1056 b,Kepler-1056,Kepler,27.495606,0.1629,3.01,0.26899999999999996,9.32,0.0293,0.0,56.91,590.0
Kepler-1057 b,Kepler-1057,Kepler,14.08827448,0.1138,3.36,0.3,11.2,0.0354,0.0,69.21,724.0
Kepler-1058 b,Kepler-1058,Kepler,110.96546,0.3679,2.72,0.243,7.85,0.0247,0.0,0.77,239.0
Kepler-1059 b,Kepler-1059,Kepler,3.76419105,0.044,1.73,0.154,3.64,0.0115,0.0,174.07,908.0
Kepler-106 b,Kepler-106,Kepler,6.16486,0.0648,0.82,0.073,5.3,0.01668,0.0,277.22,1021.0
Kepler-106 c,Kepler-106,Kepler,13.5708,0.1096,2.5,0.223,10.44,0.033,0.0,96.91,785.0
Kepler-106 d,Kepler-106,Kepler,23.9802,0.1602,0.95,0.085,8.1,0.025490000000000002,0.0,45.36,649.0
Kepler-106 e,Kepler-106,Kepler,43.8445,0.2395,2.56,0.228,11.17,0.035,0.0,20.29,531.0
Kepler-1060 b,Kepler-1060,Kepler,46.8779367,0.2495,2.38,0.212,6.26,0.0197,0.0,17.42,484.0
Kepler-1061 b,Kepler-1061,Kepler,2.75798267,0.0384,1.98,0.177,4.58,0.0144,0.0,788.5,1332.0
Kepler-1062 b,Kepler-1062,Kepler,9.30412078,0.0748,1.76,0.157,3.75,0.0118,0.0,33.76,583.0
Kepler-1063 b,Kepler-1063,Kepler,14.07971466,0.1176,1.49,0.133,2.83,0.00889,0.0,54.93,931.0
Kepler-1064 b,Kepler-1064,Kepler,16.54080322,0.1183,1.55,0.138,3.02,0.00951,0.0,24.87,570.0
Kepler-1065 b,Kepler-1065,Kepler,3.60930891,0.0455,3.73,0.33299999999999996,13.4,0.0422,0.0,419.91,1092.0
Kepler-1065 c,Kepler-1065,Kepler,2.37030743,0.0344,1.6,0.14300000000000002,3.19,0.01,0.0,734.62,1256.0
Kepler-1066 b,Kepler-1066,Kepler,1.93155984,0.0299,2.36,0.21100000000000002,6.17,0.0194,0.0,710.02,1290.0
Kepler-1067 b,Kepler-1067,Kepler,0.76212926,0.0162,0.8,0.071,0.437,0.00137,0.0,2761.76,1872.0
Kepler-1068 b,Kepler-1068,Kepler,16.92344113,0.1309,3.63,0.324,12.8,0.0403,0.0,55.93,702.0
Kepler-1069 b,Kepler-1069,Kepler,23.8990296,0.1685,1.6,0.14300000000000002,3.19,0.01,0.0,78.17,823.0
Kepler-107 b,Kepler-107,Kepler,3.1800218,0.045439999999999994,1.536,0.13699999999999998,3.51,0.011040000000000001,0.0,1175.38,1593.0
Kepler-107 c,Kepler-107,Kepler,4.901452,0.06064,1.597,0.142,9.39,0.029539999999999997,0.0,659.65,1379.0
Kepler-107 d,Kepler-107,Kepler,7.95839,0.08377000000000001,0.86,0.077,3.8,0.01196,0.0,346.11,1173.0
Kepler-107 e,Kepler-107,Kepler,14.749143,0.12639,2.903,0.259,8.6,0.02706,0.0,151.94,955.0
Kepler-1070 b,Kepler-1070,Kepler,6.2216147,0.0693,1.73,0.154,3.64,0.0115,0.0,380.13,1101.0
Kepler-1071 b,Kepler-1071,Kepler,6.1799844,0.0615,2.38,0.212,6.26,0.0197,0.0,45.12,814.0
Kepler-1072 b,Kepler-1072,Kepler,1.5690665,0.0269,1.58,0.141,3.12,0.00982,0.0,2944.0,1849.0
Kepler-1073 b,Kepler-1073,Kepler,8.67888593,0.0805,2.3,0.205,5.9,0.0186,0.0,128.55,905.0
Kepler-1073 c,Kepler-1073,Kepler,4.02582254,0.0483,1.64,0.146,3.33,0.0105,0.0,357.08,1169.0
Kepler-1074 b,Kepler-1074,Kepler,5.94566534,0.0536,1.25,0.11199999999999999,2.1,0.0066,0.0,27.57,568.0
Kepler-1075 b,Kepler-1075,Kepler,1.52372816,0.0208,1.42,0.127,2.6,0.008190000000000001,0.0,143.97,818.0
Kepler-1076 b,Kepler-1076,Kepler,6.14727918,0.0611,0.8,0.071,0.437,0.00137,0.0,83.18,770.0
Kepler-1077 b,Kepler-1077,Kepler,34.3511874,0.2101,2.77,0.247,8.1,0.0255,0.0,26.93,576.0
Kepler-1078 b,Kepler-1078,Kepler,3.00725242,0.0388,1.9,0.17,4.27,0.0134,0.0,373.99,1122.0
Kepler-1079 b,Kepler-1079,Kepler,13.24503188,0.1092,1.63,0.145,3.29,0.0104,0.0,195.35,887.0
Kepler-108 b,Kepler-108,Kepler,49.183921,0.292,8.65,0.772,56.0,0.176,0.22,47.4,669.0
Kepler-108 c,Kepler-108,Kepler,190.323494,0.721,8.18,0.73,50.9,0.16,0.04,7.8,426.0
Kepler-1080 b,Kepler-1080,Kepler,77.2548396,0.3781,3.28,0.293,10.8,0.0339,0.0,55.45,548.0
Kepler-1081 b,Kepler-1081,Kepler,3.85691855,0.0466,1.01,0.09,1.01,0.00317,0.0,225.22,972.0
Kepler-1082 b,Kepler-1082,Kepler,1.5432066,0.0257,1.12,0.1,1.46,0.0045899999999999995,0.0,2949.56,1827.0
Kepler-1083 b,Kepler-1083,Kepler,33.4177993,0.1899,3.36,0.3,11.2,0.0354,0.0,10.15,448.0
Kepler-1084 b,Kepler-1084,Kepler,2.05333679,0.0324,1.11,0.099,1.41,0.0044399999999999995,0.0,1766.59,1737.0
Kepler-1085 b,Kepler-1085,Kepler,219.3217528,0.7391,7.22,0.644,41.2,0.13,0.0,2.06,313.0
Kepler-1085 c,Kepler-1085,Kepler,56.7771,0.3002,3.2680000000000002,0.292,10.7,0.0337,0.0,13.74,491.0
Kepler-1086 b,Kepler-1086,Kepler,18.78425728,0.1198,2.44,0.218,6.53,0.0205,0.0,9.16,433.0
Kepler-1086 c,Kepler-1086,Kepler,161.5163345,0.503,2.94,0.262,8.96,0.0282,0.0,0.52,211.0
Kepler-1087 b,Kepler-1087,Kepler,0.69384285,0.0148,0.61,0.054000000000000006,0.165,0.0005200000000000001,0.0,3496.49,2161.0
Kepler-1088 b,Kepler-1088,Kepler,23.12748644,0.1602,1.42,0.127,2.6,0.008190000000000001,0.0,44.89,667.0
Kepler-1089 b,Kepler-1089,Kepler,5.13248562,0.0497,1.83,0.163,4.01,0.0126,0.0,26.27,584.0
Kepler-109 b,Kepler-109,Kepler,6.48163,0.0683,2.37,0.21100000000000002,7.3,0.022969999999999997,0.21,432.33,1145.0
Kepler-109 c,Kepler-109,Kepler,21.2227,0.1506,2.52,0.225,21.8,0.06859,0.03,88.92,771.0
Kepler-1090 b,Kepler-1090,Kepler,198.680179,0.6364,2.25,0.201,5.69,0.0179,0.0,1.82,297.0
Kepler-1091 b,Kepler-1091,Kepler,1.43474156,0.0252,1.46,0.13,2.73,0.00859,0.0,1740.86,1664.0
Kepler-1092 b,Kepler-1092,Kepler,58.6017925,0.2996,2.07,0.185,4.94,0.0155,0.0,17.02,508.0
Kepler-1093 b,Kepler-1093,Kepler,25.0824626,0.1685,1.95,0.174,4.46,0.014,0.0,85.76,776.0
Kepler-1093 c,Kepler-1093,Kepler,89.722292,0.394,1.96,0.175,4.5,0.0142,0.0,15.69,508.0
Kepler-1094 b,Kepler-1094,Kepler,78.1000231,0.3625,3.18,0.284,10.2,0.0322,0.0,10.34,480.0
Kepler-1095 b,Kepler-1095,Kepler,4.27103091,0.0514,1.21,0.10800000000000001,1.92,0.00606,0.0,356.54,1108.0
Kepler-1096 b,Kepler-1096,Kepler,2.89221751,0.034,1.24,0.111,2.07,0.006509999999999999,0.0,124.87,794.0
Kepler-1097 b,Kepler-1097,Kepler,187.747029,0.5791,3.26,0.29100000000000004,10.7,0.0336,0.0,1.3,267.0
Kepler-1098 b,Kepler-1098,Kepler,2.54307286,0.0358,1.3,0.11599999999999999,2.24,0.00705,0.0,995.67,1319.0
Kepler-1099 b,Kepler-1099,Kepler,2.16845259,0.0337,2.83,0.252,8.4,0.0264,0.0,766.34,1558.0
Kepler-11 b,Kepler-11,Kepler,10.3039,0.091,1.8,0.161,1.9,0.006,0.045,146.36,849.0
Kepler-11 c,Kepler-11,Kepler,13.0241,0.107,2.87,0.256,2.9,0.009,0.026,107.22,786.0
Kepler-11 d,Kepler-11,Kepler,22.6845,0.155,3.12,0.278,7.3,0.023,0.004,51.12,653.0
Kepler-11 e,Kepler-11,Kepler,31.9996,0.195,4.19,0.374,8.0,0.025,0.012,32.34,582.0
Kepler-11 f,Kepler-11,Kepler,46.6888,0.25,2.49,0.222,2.0,0.006,0.013,19.53,513.0
Kepler-11 g,Kepler-11,Kepler,118.3807,0.466,3.33,0.297,25.0,0.079,0.15,5.65,376.0
Kepler-110 b,Kepler-110,Kepler,12.691112,0.107,1.83,0.163,4.01,0.0126,0.0,153.88,1008.0
Kepler-110 c,Kepler-110,Kepler,31.719775,0.198,2.21,0.19699999999999998,5.52,0.0174,0.0,45.34,743.0
Kepler-1100 b,Kepler-1100,Kepler,6.42200058,0.0684,1.75,0.156,3.71,0.0117,0.0,238.51,1000.0
Kepler-1101 b,Kepler-1101,Kepler,81.3151059,0.3483,2.47,0.22,6.66,0.021,0.0,3.58,393.0
Kepler-1102 b,Kepler-1102,Kepler,51.3285623,0.2731,2.66,0.237,7.56,0.0238,0.0,22.98,546.0
Kepler-1103 b,Kepler-1103,Kepler,19.79191978,0.1473,2.27,0.203,5.77,0.0182,0.0,160.28,736.0
Kepler-1104 b,Kepler-1104,Kepler,5.03728015,0.0628,1.23,0.11,2.04,0.00642,0.0,813.52,1321.0
Kepler-1105 b,Kepler-1105,Kepler,4.42157218,0.0471,2.01,0.179,4.7,0.0148,0.0,47.18,729.0
Kepler-1106 b,Kepler-1106,Kepler,1.25275217,0.0239,1.65,0.147,3.36,0.0106,0.0,2399.97,2199.0
Kepler-1107 b,Kepler-1107,Kepler,0.57103852,0.0126,1.34,0.12,2.36,0.00742,0.0,2387.26,1897.0
Kepler-1108 b,Kepler-1108,Kepler,4.51005748,0.0511,1.46,0.13,2.73,0.00859,0.0,206.41,1063.0
Kepler-1109 b,Kepler-1109,Kepler,37.6467384,0.2466,2.19,0.195,5.43,0.0171,0.0,11.38,787.0
Kepler-111 b,Kepler-111,Kepler,3.341815,0.046,1.58,0.141,3.12,0.00982,0.0,677.5,1356.0
Kepler-111 c,Kepler-111,Kepler,224.784608,0.761,7.3,0.6509999999999999,42.0,0.132,0.0,2.48,333.0
Kepler-1110 b,Kepler-1110,Kepler,9.69312032,0.0754,2.66,0.237,7.56,0.0238,0.0,43.14,609.0
Kepler-1111 b,Kepler-1111,Kepler,8.79617863,0.0872,2.0,0.17800000000000002,4.66,0.0147,0.0,118.52,938.0
Kepler-1112 b,Kepler-1112,Kepler,14.36267939,0.1239,3.02,0.26899999999999996,9.38,0.0295,0.0,254.96,918.0
Kepler-1113 b,Kepler-1113,Kepler,42.3004954,0.2415,2.81,0.251,8.3,0.0261,0.0,22.85,558.0
Kepler-1114 b,Kepler-1114,Kepler,14.97435694,0.1102,1.35,0.12,2.39,0.007520000000000001,0.0,39.32,631.0
Kepler-1115 b,Kepler-1115,Kepler,23.5540725,0.2134,1.7,0.152,3.53,0.0111,0.0,516.1,1381.0
Kepler-1116 b,Kepler-1116,Kepler,41.6977827,0.233,2.54,0.22699999999999998,6.99,0.022,0.0,15.79,488.0
Kepler-1117 b,Kepler-1117,Kepler,4.79028459,0.0546,1.11,0.099,1.41,0.0044399999999999995,0.0,194.98,938.0
