,pl_name,hostname,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt
3670,Kepler-85 d,Kepler-85,Kepler,17.91323,0.13,1.2,1.87,0.0,38.39,626.0
3671,Kepler-85 e,Kepler-85,Kepler,25.216751000000002,0.163,1.27,0.6,0.0,24.32,559.0
3672,Kepler-850 b,Kepler-850,Kepler,7.19303878,0.0744,1.78,3.82,0.0,329.28,995.0
3673,Kepler-851 b,Kepler-851,Kepler,8.50699658,0.0802,1.68,3.46,0.0,103.83,900.0
3674,Kepler-852 b,Kepler-852,Kepler,44.9309804,0.2654,2.54,6.99,0.0,92.13,565.0
3675,Kepler-853 b,Kepler-853,Kepler,7.16892463,0.0779,1.69,3.5,0.0,499.3,1187.0
3677,Kepler-855 b,Kepler-855,Kepler,7.8866311,0.0762,8.35,52.7,0.0,405.18,996.0
3678,Kepler-856 b,Kepler-856,Kepler,8.02768059,0.0787,9.3,63.3,0.0,153.5,824.0
3679,Kepler-857 b,Kepler-857,Kepler,85.35129427,0.3751,6.8,37.2,0.0,5.75,390.0
3680,Kepler-858 b,Kepler-858,Kepler,76.13602028,0.3403,4.87,21.1,0.0,6.34,399.0
3681,Kepler-859 b,Kepler-859,Kepler,20.38177573,0.1345,3.09,9.75,0.0,14.9,528.0
3682,Kepler-860 b,Kepler-860,Kepler,5.10137945,0.057999999999999996,3.24,10.6,0.0,233.62,1050.0
3683,Kepler-861 b,Kepler-861,Kepler,3.94963138,0.0463,2.28,5.82,0.0,197.29,966.0
3684,Kepler-862 b,Kepler-862,Kepler,3.14866453,0.039,2.21,5.52,0.0,547.29,1097.0
3685,Kepler-863 b,Kepler-863,Kepler,15.59461874,0.122,2.9,8.75,0.0,117.83,718.0
3686,Kepler-864 b,Kepler-864,Kepler,5.83376092,0.0687,2.4,6.35,0.0,464.76,1143.0
3687,Kepler-865 b,Kepler-865,Kepler,14.16399294,0.1057,2.49,6.76,0.0,46.36,694.0
3688,Kepler-866 b,Kepler-866,Kepler,2.61703254,0.0331,1.63,3.29,0.0,196.13,996.0
3689,Kepler-867 b,Kepler-867,Kepler,150.242127,0.5375,4.64,19.4,0.0,2.72,327.0
3690,Kepler-868 b,Kepler-868,Kepler,5.03251791,0.0575,2.05,4.86,0.0,417.03,1047.0
3691,Kepler-869 b,Kepler-869,Kepler,40.4287755,0.2244,3.61,12.7,0.0,17.23,494.0
3692,Kepler-87 b,Kepler-87,Kepler,114.73635,0.48100000000000004,13.49,324.2,0.036000000000000004,9.2,478.0
3693,Kepler-87 c,Kepler-87,Kepler,191.2318,0.6759999999999999,6.14,6.4,0.039,4.66,403.0
3694,Kepler-870 b,Kepler-870,Kepler,21.3587621,0.1539,2.78,8.15,0.0,54.87,691.0
3695,Kepler-871 b,Kepler-871,Kepler,22.0459018,0.1572,3.74,13.5,0.0,79.72,640.0
3696,Kepler-872 b,Kepler-872,Kepler,2.57885507,0.0362,1.99,4.62,0.0,553.06,1230.0
3697,Kepler-873 b,Kepler-873,Kepler,20.5533844,0.1542,3.75,13.5,0.0,68.02,749.0
3698,Kepler-874 b,Kepler-874,Kepler,40.0686727,0.2234,3.94,14.7,0.0,31.62,560.0
3699,Kepler-875 b,Kepler-875,Kepler,27.5073799,0.1771,2.9,8.75,0.0,41.43,569.0
3700,Kepler-876 b,Kepler-876,Kepler,5.14438011,0.0549,1.43,2.63,0.0,152.75,923.0
3701,Kepler-877 b,Kepler-877,Kepler,18.45847097,0.1301,2.12,5.14,0.0,37.81,632.0
3702,Kepler-878 b,Kepler-878,Kepler,25.9422033,0.165,1.93,4.38,0.0,27.01,501.0
3703,Kepler-879 b,Kepler-879,Kepler,33.3855938,0.2012,2.57,7.13,0.0,29.13,580.0
3704,Kepler-88 d,KOI-142,W. M. Keck Observatory,1403.0,0.0915,13.1,965.1469999999999,0.41,586.17,1622.0
3705,Kepler-880 b,Kepler-880,Kepler,7.71468975,0.0915,2.66,7.56,0.0,586.17,1622.0
3706,Kepler-881 b,Kepler-881,Kepler,4.44448017,0.0552,1.78,3.82,0.0,538.57,1217.0
3707,Kepler-882 b,Kepler-882,Kepler,3.98953967,0.0449,1.23,2.04,0.0,259.03,903.0
3708,Kepler-883 b,Kepler-883,Kepler,12.98495573,0.1055,1.78,3.82,0.0,163.05,818.0
3709,Kepler-884 b,Kepler-884,Kepler,5.69919514,0.0622,1.23,2.04,0.0,204.18,964.0
3710,Kepler-885 b,Kepler-885,Kepler,18.11472949,0.1432,2.5,6.8,0.0,124.65,830.0
3711,Kepler-886 b,Kepler-886,Kepler,6.24146367,0.067,1.52,2.92,0.0,231.43,1111.0
3712,Kepler-887 b,Kepler-887,Kepler,20.42228798,0.1536,1.84,4.04,0.0,109.84,785.0
3713,Kepler-887 c,Kepler-887,Kepler,7.63846023,0.0797,1.13,1.51,0.0,407.98,1089.0
3714,Kepler-888 b,Kepler-888,Kepler,70.6979061,0.32799999999999996,1.76,3.75,0.0,7.85,417.0
3715,Kepler-889 b,Kepler-889,Kepler,3.744439,0.0492,1.09,1.32,0.0,954.59,1328.0
3716,Kepler-890 b,Kepler-890,Kepler,52.75875577,0.2944,8.89,58.6,0.0,30.23,540.0
3717,Kepler-891 b,Kepler-891,Kepler,53.44945593,0.2881,6.41,33.6,0.0,44.33,486.0
3718,Kepler-892 b,Kepler-892,Kepler,13.7521072,0.1015,2.81,8.3,0.0,18.2,556.0
3719,Kepler-893 b,Kepler-893,Kepler,6.33855761,0.0699,3.03,9.43,0.0,266.27,1034.0
3720,Kepler-894 b,Kepler-894,Kepler,9.803224,0.0916,2.78,8.15,0.0,119.88,896.0
3721,Kepler-895 b,Kepler-895,Kepler,2.80624233,0.0328,1.54,2.99,0.0,106.58,771.0
3722,Kepler-896 b,Kepler-896,Kepler,144.547396,0.5164,2.53,6.94,0.0,1.99,303.0
3723,Kepler-897 b,Kepler-897,Kepler,8.0472642,0.077,2.39,6.3,0.0,354.22,855.0
3724,Kepler-898 b,Kepler-898,Kepler,5.8706191,0.0545,1.49,2.83,0.0,37.11,616.0
3725,Kepler-899 b,Kepler-899,Kepler,19.17891293,0.1392,2.68,7.65,0.0,62.2,640.0
3726,Kepler-9 b,Kepler-9,Kepler,19.23891,0.14300000000000002,8.29,43.4,0.0609,48.23,661.0
3727,Kepler-9 c,Kepler-9,Kepler,38.9853,0.22699999999999998,8.08,29.9,0.06691,18.9,523.0
3728,Kepler-9 d,Kepler-9,Kepler,1.592851,0.0273,1.64,3.33,0.0,1339.66,2026.0
3729,Kepler-90 i,KOI-351,Kepler,14.44912,0.0679,1.32,2.3,0.0,54.11,709.0
3730,Kepler-900 b,Kepler-900,Kepler,6.9913086,0.0679,2.08,4.98,0.0,54.11,716.0
3731,Kepler-901 b,Kepler-901,Kepler,3.51749439,0.0378,1.37,2.45,0.0,68.72,704.0
3732,Kepler-902 b,Kepler-902,Kepler,40.1099547,0.223,2.54,6.99,0.0,24.88,556.0
3733,Kepler-903 b,Kepler-903,Kepler,10.350772099999999,0.0907,2.01,4.7,0.0,274.85,842.0
3734,Kepler-903 c,Kepler-903,Kepler,62.9228557,0.302,2.53,6.94,0.0,24.79,462.0
3735,Kepler-904 b,Kepler-904,Kepler,3.02166863,0.0417,1.77,3.78,0.0,875.42,1332.0
3736,Kepler-905 b,Kepler-905,Kepler,5.08274652,0.0572,1.41,2.57,0.0,185.77,928.0
3737,Kepler-906 b,Kepler-906,Kepler,41.6979976,0.2359,2.11,5.1,0.0,21.99,537.0
3738,Kepler-907 b,Kepler-907,Kepler,15.86621821,0.1225,1.2,1.87,0.0,137.66,879.0
3739,Kepler-908 b,Kepler-908,Kepler,1.34059747,0.0247,1.22,1.98,0.0,3304.1,1783.0
3740,Kepler-909 b,Kepler-909,Kepler,13.93290318,0.1175,1.47,2.76,0.0,127.24,852.0
3741,Kepler-91 b,Kepler-91,Kepler,6.246580000000001,0.0731,15.323,257.4423,0.0519,3273.32,2040.0
3742,Kepler-910 b,Kepler-910,Kepler,2.36436901,0.0382,0.82,0.47700000000000004,0.0,2108.07,1752.0
3743,Kepler-911 b,Kepler-911,Kepler,20.310501000000002,0.1549,2.6,7.27,0.0,198.72,931.0
3744,Kepler-912 b,Kepler-912,Kepler,2.53475627,0.0339,2.8,8.25,0.0,519.95,1218.0
3745,Kepler-913 b,Kepler-913,Kepler,10.29672521,0.1009,2.06,4.9,0.0,58.9,1129.0
3746,Kepler-914 b,Kepler-914,Kepler,4.40966548,0.0544,1.38,2.48,0.0,568.38,1192.0
3747,Kepler-915 b,Kepler-915,Kepler,4.59489604,0.0566,1.5,2.86,0.0,844.75,1319.0
3748,Kepler-916 b,Kepler-916,Kepler,32.2968798,0.1885,1.76,3.75,0.0,14.68,503.0
3749,Kepler-917 b,Kepler-917,Kepler,2.97041437,0.0378,1.91,4.31,0.0,228.11,991.0
3750,Kepler-918 b,Kepler-918,Kepler,4.85386933,0.0569,1.74,3.68,0.0,258.7,1052.0
3751,Kepler-919 b,Kepler-919,Kepler,11.04603384,0.0981,2.25,5.69,0.0,153.91,869.0
3752,Kepler-92 b,Kepler-92,Kepler,13.749,0.1174,3.51,64.3,0.17,257.78,975.0
3753,Kepler-92 c,Kepler-92,Kepler,26.723000000000003,0.1829,2.6,6.1,0.04,106.21,781.0
3754,Kepler-92 d,Kepler-92,Kepler,49.3568,0.2754,2.067,4.93,0.07,46.84,637.0
3755,Kepler-920 b,Kepler-920,Kepler,6.53192704,0.065,2.42,6.44,0.0,153.14,907.0
3756,Kepler-920 c,Kepler-920,Kepler,100.8274113,0.4029,3.8,13.8,0.0,3.99,364.0
3757,Kepler-921 b,Kepler-921,Kepler,51.300634,0.2716,2.87,8.6,0.0,15.01,492.0
3758,Kepler-922 b,Kepler-922,Kepler,0.93846683,0.0182,1.42,2.6,0.0,2142.63,1876.0
3759,Kepler-923 b,Kepler-923,Kepler,6.93366476,0.0715,1.38,2.48,0.0,390.64,1104.0
3760,Kepler-924 b,Kepler-924,Kepler,61.03701170000001,0.3359,3.07,9.64,0.0,20.0,610.0
3761,Kepler-925 b,Kepler-925,Kepler,33.867853100000005,0.1805,2.34,6.08,0.0,5.83,394.0
3762,Kepler-926 b,Kepler-926,Kepler,52.0688601,0.2739,2.31,5.95,0.0,17.88,524.0
3763,Kepler-927 b,Kepler-927,Kepler,9.1149903,0.0866,1.72,3.61,0.0,129.53,906.0
3764,Kepler-928 b,Kepler-928,Kepler,3.9324613,0.0444,1.59,3.15,0.0,111.11,894.0
3765,Kepler-929 b,Kepler-929,Kepler,0.92103214,0.0192,1.11,1.41,0.0,8159.93,2362.0
3766,Kepler-93 b,Kepler-93,Kepler,4.72674,0.053,1.569,4.54426,0.0,283.74,1037.0
3767,Kepler-93 c,Kepler-93,W. M. Keck Observatory,1460.0,0.3475,2.13,954.0,0.0,16.85,561.0
3768,Kepler-930 b,Kepler-930,Kepler,71.4517775,0.3475,2.13,5.18,0.0,16.85,561.0
3769,Kepler-931 b,Kepler-931,Kepler,8.03755877,0.0719,1.33,2.33,0.0,72.44,744.0
3770,Kepler-932 b,Kepler-932,Kepler,1.9214374,0.0279,1.37,2.45,0.0,562.22,1276.0
3771,Kepler-933 b,Kepler-933,Kepler,14.20443009,0.1041,2.46,6.62,0.0,61.32,602.0
3772,Kepler-934 b,Kepler-934,Kepler,55.6738309,0.2658,2.09,5.02,0.0,4.72,384.0
3773,Kepler-935 b,Kepler-935,Kepler,4.88083852,0.0527,1.35,2.39,0.0,94.61,879.0
3774,Kepler-936 b,Kepler-936,Kepler,10.56134221,0.0954,1.45,2.7,0.0,133.56,867.0
3775,Kepler-937 b,Kepler-937,Kepler,67.66882700000001,0.3214,3.72,13.4,0.0,20.63,495.0
3776,Kepler-937 c,Kepler-937,Kepler,153.34336399999998,0.5545,2.67,7.61,0.0,6.93,377.0
3777,Kepler-938 b,Kepler-938,Kepler,52.6298417,0.2689,2.22,5.56,0.0,8.57,544.0
3778,Kepler-939 b,Kepler-939,Kepler,14.878295999999999,0.1153,1.75,3.71,0.0,54.19,692.0
3779,Kepler-94 b,Kepler-94,Kepler,2.50806,0.03106,3.51,10.84,0.0,216.09,997.0
3780,Kepler-94 c,Kepler-94,W. M. Keck Observatory,820.3,0.3059,12.5,3126.0,0.0,10.52,486.0
3781,Kepler-940 b,Kepler-940,Kepler,59.6225257,0.3059,3.34,11.1,0.0,10.52,486.0
3782,Kepler-941 b,Kepler-941,Kepler,17.42395198,0.1311,3.08,9.69,0.0,47.03,722.0
3783,Kepler-942 b,Kepler-942,Kepler,44.96417488,0.2298,2.13,5.18,0.0,4.96,379.0
3784,Kepler-943 b,Kepler-943,Kepler,49.7701438,0.2559,5.93,29.5,0.0,10.16,455.0
3785,Kepler-944 b,Kepler-944,Kepler,43.3167737,0.2288,2.63,7.41,0.0,20.17,459.0
3786,Kepler-945 b,Kepler-945,Kepler,31.003381400000002,0.2037,2.63,7.41,0.0,31.7,616.0
3787,Kepler-946 b,Kepler-946,Kepler,11.79162572,0.1002,1.93,4.38,0.0,124.07,857.0
3788,Kepler-947 b,Kepler-947,Kepler,26.9644317,0.1773,2.28,5.82,0.0,51.95,573.0
3789,Kepler-948 b,Kepler-948,Kepler,7.76846622,0.0749,1.85,4.08,0.0,126.2,841.0
3790,Kepler-949 b,Kepler-949,Kepler,8.689307300000001,0.0774,2.91,8.8,0.0,58.44,782.0
3791,Kepler-95 b,Kepler-95,Kepler,11.5231,0.1017,3.42,13.0,0.0,178.83,927.0
3792,Kepler-950 b,Kepler-950,Kepler,98.7180406,0.3982,8.98,59.6,0.0,3.97,360.0
3793,Kepler-951 b,Kepler-951,Kepler,71.52530845,0.3091,5.59,26.7,0.0,2.47,340.0
3794,Kepler-952 b,Kepler-952,Kepler,130.3546919,0.5183,7.65,45.4,0.0,5.05,369.0
3795,Kepler-953 b,Kepler-953,Kepler,88.40655258,0.392,4.21,16.5,0.0,5.84,410.0
3796,Kepler-953 c,Kepler-953,Kepler,9.10967112,0.0862,1.19,1.81,0.0,121.04,873.0
3797,Kepler-954 b,Kepler-954,Kepler,16.78176602,0.11800000000000001,2.32,5.99,0.0,21.53,545.0
3798,Kepler-955 b,Kepler-955,Kepler,14.53244172,0.1083,3.13,9.96,0.0,33.09,664.0
3799,Kepler-956 b,Kepler-956,Kepler,5.24867263,0.0596,3.0,9.27,0.0,307.06,1056.0
3800,Kepler-957 b,Kepler-957,Kepler,5.90741354,0.0559,5.5,25.9,0.0,124.91,769.0
3801,Kepler-958 b,Kepler-958,Kepler,9.767880499999999,0.0852,2.06,4.9,0.0,73.59,749.0
3802,Kepler-959 b,Kepler-959,Kepler,14.80074836,0.1633,4.38,17.6,0.0,165.87,1912.0
3803,Kepler-96 b,Kepler-96,Kepler,16.2385,0.1235,2.67,8.46,0.0,57.52,711.0
3804,Kepler-960 b,Kepler-960,Kepler,3.12686223,0.0414,2.29,5.86,0.0,129.22,1391.0
3805,Kepler-961 b,Kepler-961,Kepler,16.87727414,0.1245,2.55,7.04,0.0,40.4,642.0
3806,Kepler-962 b,Kepler-962,Kepler,12.05707239,0.0984,1.97,4.54,0.0,53.82,689.0
3807,Kepler-963 b,Kepler-963,Kepler,9.97683705,0.0849,2.66,7.56,0.0,83.49,802.0
3808,Kepler-964 b,Kepler-964,Kepler,13.5225106,0.1063,2.12,5.14,0.0,43.92,652.0
3809,Kepler-965 b,Kepler-965,Kepler,134.25272980000003,0.512,3.38,11.4,0.0,4.98,393.0
3810,Kepler-966 b,Kepler-966,Kepler,99.74762199999999,0.3907,4.13,16.0,0.0,10.97,391.0
3811,Kepler-967 b,Kepler-967,Kepler,13.22713379,0.1027,2.35,6.12,0.0,39.1,638.0
3812,Kepler-967 c,Kepler-967,Kepler,198.7112502,0.6253,3.65,12.9,0.0,1.05,258.0
3813,Kepler-968 b,Kepler-968,Kepler,3.69298373,0.0389,2.0,4.66,0.0,103.91,745.0
3814,Kepler-968 c,Kepler-968,Kepler,5.70940492,0.052000000000000005,1.69,3.5,0.0,58.15,644.0
3815,Kepler-969 b,Kepler-969,Kepler,34.1731714,0.2027,2.07,4.94,0.0,10.17,465.0
3816,Kepler-969 c,Kepler-969,Kepler,1.6829346,0.0272,0.99,0.937,0.0,564.58,1270.0
3817,Kepler-97 b,Kepler-97,Kepler,2.58664,0.0356,1.48,3.51,0.0,767.96,1328.0
3818,Kepler-97 c,Kepler-97,W. M. Keck Observatory,789.0,0.1107,2.77,344.0,0.0,11.11,464.0
3819,Kepler-970 b,Kepler-970,Kepler,16.73652231,0.1107,2.77,8.1,0.0,11.11,464.0
3820,Kepler-971 b,Kepler-971,Kepler,9.59070716,0.0827,2.13,5.18,0.0,82.77,1087.0
3821,Kepler-972 b,Kepler-972,Kepler,7.03932553,0.0734,4.65,19.5,0.0,266.51,1060.0
3822,Kepler-973 b,Kepler-973,Kepler,49.6077331,0.2508,1.96,4.5,0.0,7.89,402.0
3823,Kepler-974 b,Kepler-974,Kepler,4.19449651,0.0419,1.57,3.09,0.0,28.51,577.0
3824,Kepler-975 b,Kepler-975,Kepler,1.97034246,0.0303,1.48,2.79,0.0,328.7,1599.0
3825,Kepler-976 b,Kepler-976,Kepler,105.9564148,0.4217,3.96,14.9,0.0,2.66,324.0
3826,Kepler-977 b,Kepler-977,Kepler,26.85328322,0.162,2.62,7.37,0.0,13.96,544.0
3827,Kepler-978 b,Kepler-978,Kepler,49.622150899999994,0.2726,2.99,9.22,0.0,20.99,546.0
3828,Kepler-979 b,Kepler-979,Kepler,8.088013499999999,0.0753,2.72,7.85,0.0,77.84,792.0
3829,Kepler-98 b,Kepler-98,Kepler,1.54168,0.0256,1.99,3.55,0.0,1107.39,1592.0
3830,Kepler-980 b,Kepler-980,Kepler,11.55102504,0.1005,2.67,7.61,0.0,170.14,845.0
3831,Kepler-981 b,Kepler-981,Kepler,4.46975774,0.0535,2.31,5.95,0.0,337.47,1103.0
3832,Kepler-982 b,Kepler-982,Kepler,15.773822099999999,0.1291,2.25,5.69,0.0,185.2,955.0
3833,Kepler-983 b,Kepler-983,Kepler,60.08550820000001,0.3148,2.36,6.17,0.0,31.0,485.0
3834,Kepler-984 b,Kepler-984,Kepler,43.034227200000004,0.2327,2.12,5.14,0.0,13.99,484.0
3835,Kepler-985 b,Kepler-985,Kepler,116.331901,0.4451,2.98,9.17,0.0,2.59,323.0
3836,Kepler-986 b,Kepler-986,Kepler,56.434993799999994,0.276,2.36,6.17,0.0,10.86,465.0
3837,Kepler-987 b,Kepler-987,Kepler,105.30331480000001,0.4238,3.26,10.7,0.0,3.85,351.0
3838,Kepler-988 b,Kepler-988,Kepler,17.76080053,0.1085,2.07,4.94,0.0,6.56,368.0
3839,Kepler-989 b,Kepler-989,Kepler,7.96431535,0.0734,2.21,5.52,0.0,74.35,805.0
3840,Kepler-99 b,Kepler-99,Kepler,4.60358,0.0503,1.48,6.15,0.0,108.04,810.0
3841,Kepler-990 b,Kepler-990,Kepler,9.91723428,0.0883,2.6,7.27,0.0,157.41,903.0
3842,Kepler-990 c,Kepler-990,Kepler,0.53835431,0.0127,1.53,2.96,0.0,7609.22,2386.0
3843,Kepler-991 b,Kepler-991,Kepler,82.53425190000002,0.3104,2.54,6.99,0.0,1.37,260.0
3844,Kepler-992 b,Kepler-992,Kepler,20.16034462,0.1339,1.62,3.26,0.0,15.29,510.0
3845,Kepler-993 b,Kepler-993,Kepler,22.08557563,0.13,2.97,9.11,0.0,3.95,352.0
3846,Kepler-994 b,Kepler-994,Kepler,1.15116651,0.0177,1.6,3.19,0.0,243.98,957.0
3847,Kepler-995 b,Kepler-995,Kepler,28.26731672,0.1701,2.7,7.75,0.0,11.92,517.0
3848,Kepler-996 b,Kepler-996,Kepler,3.77059058,0.0474,1.98,4.58,0.0,723.08,1272.0
3849,Kepler-997 b,Kepler-997,Kepler,2.70730672,0.0397,1.36,2.42,0.0,1900.13,1709.0
3850,Kepler-998 b,Kepler-998,Kepler,5.65377733,0.0626,2.32,5.99,0.0,409.92,1020.0
3851,Kepler-999 b,Kepler-999,Kepler,5.99185702,0.0681,2.34,6.08,0.0,740.17,1355.0
3852,L 168-9 b,L 168-9,Transiting Exoplanet Survey Satellite (TESS),1.4015,0.02091,1.39,4.6,0.21,149.37,965.0
3853,L 98-59 b,L 98-59,Transiting Exoplanet Survey Satellite (TESS),2.2531,0.02282,0.8,1.01,0.12,23.9,610.0
3854,L 98-59 c,L 98-59,Transiting Exoplanet Survey Satellite (TESS),3.6904,0.0317,1.35,2.42,0.07,12.4,517.0
3855,L 98-59 d,L 98-59,Transiting Exoplanet Survey Satellite (TESS),7.4512,0.0506,1.57,2.31,0.09,4.85,409.0
3856,LHS 1140 b,LHS 1140,MEarth Project,24.736959,0.0936,1.727,6.98,0.06,0.5,235.0
3857,LHS 1140 c,LHS 1140,Multiple Observatories,3.7779309999999997,0.02675,1.2819999999999998,1.81,0.31,6.16,438.0
3858,LHS 1815 b,LHS 1815,Transiting Exoplanet Survey Satellite (TESS),3.8143300000000004,0.0404,1.088,8.7,0.0,17.8,617.0
3859,LHS 3844 b,LHS 3844,Transiting Exoplanet Survey Satellite (TESS),0.46292913,0.006220000000000001,1.3030000000000002,2.25,0.04,70.1,805.0
3860,LP 714-47 b,LP 714-47,Transiting Exoplanet Survey Satellite (TESS),4.052037,0.0417,4.7,30.8,0.04,17.22,700.0
3861,LP 791-18 b,LP 791-18,Transiting Exoplanet Survey Satellite (TESS),0.9480049999999999,0.00969,1.12,1.46,0.0,21.5,650.0
3862,LP 791-18 c,LP 791-18,Transiting Exoplanet Survey Satellite (TESS),4.9899629999999995,0.029392,2.31,5.95,0.0,2.35,370.0
3863,LSPM J2116+0234 b,LSPM J2116+0234,Calar Alto Observatory,14.4399,0.0876,3.71,13.3,0.183,5.27,433.0
3864,LTT 1445 A b,LTT 1445 A,Transiting Exoplanet Survey Satellite (TESS),5.35882,0.03807,1.38,2.2,0.19,5.27,433.0
3865,LTT 3780 b,LTT 3780,Transiting Exoplanet Survey Satellite (TESS),0.7684479999999999,0.01211,1.332,2.62,0.0,106.0,892.0
3866,LTT 3780 c,LTT 3780,Transiting Exoplanet Survey Satellite (TESS),12.2519,0.07672999999999999,2.3,8.6,0.06,2.63,353.0
3867,LTT 9779 b,LTT 9779,Transiting Exoplanet Survey Satellite (TESS),0.7920520000000001,0.01679,4.72,29.32,0.0,2681.61,1978.0
3868,LkCa 15 b,LkCa 15,Large Binocular Telescope Observatory,3.91405,14.7,9.976,257.431,0.0,98.09,2570.0
3869,LkCa 15 c,LkCa 15,Large Binocular Telescope Observatory,3.91405,18.6,9.976,257.431,0.0,98.09,2570.0
3870,Lupus-TR-3 b,Lupus-TR-3,Multiple Observatories,3.91405,0.0464,9.976,257.431,0.0,98.09,2570.0
3871,MASCARA-1 b,MASCARA-1,Multiple Observatories,2.14878,0.043,16.814,1175.971,0.0,98.09,2570.0
3872,MASCARA-4 b,MASCARA-4,Multiple Observatories,2.82406,0.047,17.15,985.273,0.0,98.09,2100.0
3873,MOA-2007-BLG-192L b,MOA-2007-BLG-192L,MOA,2774.0,0.62,1.63,3.3,0.0,98.09,103.0
3874,MOA-2007-BLG-400L b,MOA-2007-BLG-400L,MOA,2774.0,6.5,13.9,260.0,0.0,98.09,103.0
3875,MOA-2008-BLG-310L b,MOA-2008-BLG-310L,MOA,2774.0,1.1,5.18,23.4,0.35,98.09,840.0
3876,MOA-2008-BLG-379L b,MOA-2008-BLG-379L,MOA,2774.0,2.7,13.0,1300.0,0.35,98.09,840.0
3877,MOA-2009-BLG-266L b,MOA-2009-BLG-266L,MOA,2774.0,3.2,3.21,10.4,0.35,98.09,840.0
3878,MOA-2009-BLG-319L b,MOA-2009-BLG-319L,MOA,1982.0,2.03,9.64,67.3,0.35,98.09,840.0
3879,MOA-2009-BLG-387L b,MOA-2009-BLG-387L,MOA,1982.0,1.8,13.2,830.0,0.35,98.09,840.0
3880,MOA-2010-BLG-073L b,MOA-2010-BLG-073L,MOA,547.5,1.21,12.4,3500.0,0.35,65.3,790.0
3881,MOA-2010-BLG-117L b,MOA-2010-BLG-117L,MOA,547.5,2.42,14.2,170.0,0.35,65.3,790.0
3882,MOA-2010-BLG-328L b,MOA-2010-BLG-328L,MOA,547.5,0.92,2.99,9.2,0.35,65.3,790.0
3883,MOA-2010-BLG-353L b,MOA-2010-BLG-353L,MOA,547.5,1.72,11.1,86.0,0.35,65.3,790.0
3884,MOA-2010-BLG-477L b,MOA-2010-BLG-477L,MOA,547.5,2.0,13.6,480.0,0.35,65.3,790.0
3885,MOA-2011-BLG-028L b,MOA-2011-BLG-028L,MOA,547.5,4.14,5.99,30.0,0.35,65.3,790.0
3886,MOA-2011-BLG-262L b,MOA-2011-BLG-262L,MOA,547.5,0.95,4.29,17.0,0.35,65.3,790.0
3887,MOA-2011-BLG-291L b,MOA-2011-BLG-291L,MOA,547.5,0.69,4.43,18.0,0.35,65.3,790.0
3888,MOA-2011-BLG-293L b,MOA-2011-BLG-293L,MOA,547.5,1.1,12.9,1500.0,0.35,65.3,790.0
3889,MOA-2011-BLG-322L b,MOA-2011-BLG-322L,MOA,760.0,4.3,12.4,3690.0,0.35,65.3,790.0
3890,MOA-2012-BLG-006L b,MOA-2012-BLG-006L,Multiple Observatories,760.0,10.2,12.6,2700.0,0.35,65.3,790.0
3891,MOA-2012-BLG-505L b,MOA-2012-BLG-505L,MOA,760.0,0.9,2.48,6.7,0.35,65.3,790.0
3892,MOA-2013-BLG-220L b,MOA-2013-BLG-220L,MOA,760.0,3.03,13.2,871.0,0.35,65.3,790.0
3893,MOA-2013-BLG-605L b,MOA-2013-BLG-605L,MOA,760.0,0.93,1.62,3.24,0.35,65.3,790.0
3894,MOA-2015-BLG-337L b,MOA-2015-BLG-337L,MOA,760.0,0.24,6.42,33.7,0.35,65.3,790.0
3895,MOA-2016-BLG-227L b,MOA-2016-BLG-227L,MOA,760.0,1.39,13.2,890.0,0.35,65.3,790.0
3896,MOA-2016-BLG-319L b,MOA-2016-BLG-319L,MOA,760.0,0.95,14.1,200.0,0.35,65.3,790.0
3897,MOA-bin-1L b,MOA-bin-1L,MOA,760.0,8.3,13.0,1200.0,0.35,65.3,790.0
3898,MOA-bin-29 b,MOA-bin-29,MOA,760.0,0.48,14.1,190.0,0.35,65.3,790.0
3899,MXB 1658-298 b,MXB 1658-298,Multiple Observatories,760.0,1.6130000000000002,12.0,7532.571,0.35,65.3,790.0
3900,NGC 2682 Sand 364 b,NGC 2682 Sand 364,Multiple Observatories,121.71,0.53,12.7,2126.2827,0.35,65.3,790.0
3901,NGC 2682 Sand 978 b,NGC 2682 Sand 978,Multiple Observatories,511.21,0.0326,13.3,692.8694,0.16,65.3,790.0
3902,NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,Multiple Observatories,6.959,0.0326,12.3,101.7056,0.3,65.3,790.0
3903,NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,Multiple Observatories,5.118,0.0326,14.0,127.132,0.28,65.3,790.0
3904,NGC 2682 YBP 401 b,NGC 2682 YBP 401,La Silla Observatory,4.087,0.0326,14.3,146.2018,0.15,65.3,790.0
3905,NGTS-1 b,NGTS-1,Paranal Observatory,2.647298,0.0326,14.908,258.07796,0.016,65.3,790.0
3906,NGTS-10 b,NGTS-10,Paranal Observatory,0.7668944000000001,0.0143,13.507,687.14846,0.0,33.16,1332.0
3907,NGTS-11 b,NGTS-11,Transiting Exoplanet Survey Satellite (TESS),35.45533,0.201,9.158,109.33352,0.13,33.16,435.0
3908,NGTS-12 b,NGTS-12,Paranal Observatory,7.532806,0.0757,11.747,66.10864000000001,0.0,416.0,1257.0
